id,accepts_marketing,created_at,gender,first_name,last_name,email,phone_number,tax_exempt,order_count,total_spend,country,verified_email,new_vs_repeat,state
5151,no,2022-01-26,male,Ryan,Price,ryanprice@fakeshopify.com,+1-245-032-0846x09039,no,0,0,Ethiopia,no,new,NY
5152,yes,2022-04-13,female,Jennifer,Jones,jenniferjones@fakeshopify.com,435-898-6990x272,no,8,980.2606025774589,Montserrat,no,repeat,NJ
5153,no,2022-05-16,male,John,Velazquez,johnvelazquez@fakeshopify.com,364.446.2815,yes,6,447.82314281982,Canada,yes,repeat,MA
5154,no,2022-02-11,male,William,Miller,williammiller@fakeshopify.com,(128)805-3648x47654,yes,6,668.4912312105246,Norway,yes,repeat,CA
5155,no,2022-05-18,male,Paul,Terry,paulterry@fakeshopify.com,+1-810-028-2545x891,yes,8,957.9090645250226,American Samoa,yes,repeat,TX
5156,no,2022-01-15,female,Brandy,Pugh,brandypugh@fakeshopify.com,740.602.0550,yes,2,349.66455662647235,British Virgin Islands,yes,repeat,MA
5157,yes,2022-03-26,male,Michael,Lozano,michaellozano@fakeshopify.com,(545)734-3596,no,5,387.074194691644,Pakistan,no,repeat,NY
5158,no,2022-03-30,male,Alejandro,Reynolds,alejandroreynolds@fakeshopify.com,109-819-6107x808,no,2,318.8786606134281,Djibouti,yes,repeat,NY
5159,no,2022-03-06,female,Ann,Collins,anncollins@fakeshopify.com,001-476-695-7671x20171,no,5,783.011251311442,Cocos (Keeling) Islands,no,repeat,CA
5160,no,2022-04-17,male,Carlos,Lucas,carloslucas@fakeshopify.com,988.760.1487x6876,no,5,746.0030463878537,Kyrgyz Republic,no,repeat,OR
5161,no,2022-04-03,male,Nicholas,Bailey,nicholasbailey@fakeshopify.com,535-960-9364x2840,no,8,931.5883902153344,Sweden,yes,repeat,MA
5162,no,2022-04-23,female,Tiffany,Wood,tiffanywood@fakeshopify.com,001-591-817-6698x899,no,1,63.1349741268871,Jersey,yes,new,MA
5163,no,2022-01-11,female,Lisa,Lee,lisalee@fakeshopify.com,+1-827-909-8076x28260,no,0,0,El Salvador,no,new,TX
5164,no,2022-03-02,female,Carol,Valenzuela,carolvalenzuela@fakeshopify.com,523.200.5664x45027,no,6,507.1490120106812,Anguilla,yes,repeat,TX
5165,no,2022-05-13,female,Lisa,Diaz,lisadiaz@fakeshopify.com,+1-858-204-2337,yes,2,89.81398574097238,Moldova,yes,repeat,CA
5166,yes,2022-04-30,male,Marc,Salazar,marcsalazar@fakeshopify.com,001-672-655-5953x9755,yes,1,330.2915333271643,Iran,yes,new,CA
5167,no,2022-02-09,female,Christine,Hall,christinehall@fakeshopify.com,+1-243-601-3532x29897,yes,6,781.4570766170227,Venezuela,no,repeat,NJ
5168,no,2022-03-05,male,Kevin,Carlson,kevincarlson@fakeshopify.com,179-141-8281x22799,yes,1,138.9901710822607,Barbados,no,new,MA
5169,no,2022-02-14,male,Jordan,Davidson,jordandavidson@fakeshopify.com,(974)972-5450,yes,9,1061.0843712000806,Switzerland,yes,repeat,NJ
5170,no,2022-03-19,female,Allison,Andrews,allisonandrews@fakeshopify.com,(606)750-4357,no,4,579.5007203726167,Kiribati,yes,repeat,NJ
5171,no,2022-03-23,female,Rachel,Mahoney,rachelmahoney@fakeshopify.com,1257212173,no,9,771.9133837001756,Bahrain,yes,repeat,CA
5172,no,2022-02-18,male,Daniel,Christensen,danielchristensen@fakeshopify.com,+1-535-271-9410x9638,no,2,67.72054757266163,British Virgin Islands,yes,repeat,TX
5173,no,2022-05-19,female,Katelyn,Lynch,katelynlynch@fakeshopify.com,(555)015-0366x405,yes,6,640.7667508056168,United Kingdom,yes,repeat,MA
5174,no,2022-02-05,male,Thomas,Smith,thomassmith@fakeshopify.com,(254)638-1819,yes,4,791.5051245742604,Iceland,yes,repeat,OR
5175,no,2022-01-20,female,Jessica,Jenkins,jessicajenkins@fakeshopify.com,(382)780-7967,no,1,136.30114732880784,Indonesia,yes,new,TX
5176,yes,2022-04-30,male,Adam,Martin,adammartin@fakeshopify.com,960.610.0173x14326,yes,6,707.7473648304026,Christmas Island,yes,repeat,OR
5177,no,2022-03-16,male,Eric,Weaver,ericweaver@fakeshopify.com,(740)658-0405,no,8,806.2105072479933,Singapore,yes,repeat,NY
5178,no,2022-05-09,male,Anthony,Schaefer,anthonyschaefer@fakeshopify.com,845.740.7204,no,6,696.059966803136,Zimbabwe,yes,repeat,NJ
5179,no,2022-02-21,male,Melvin,Kirk,melvinkirk@fakeshopify.com,001-516-013-6035x02910,no,9,869.3642306249521,Anguilla,yes,repeat,MA
5180,no,2022-03-16,male,Robert,Brown,robertbrown@fakeshopify.com,+1-723-464-9837x187,yes,2,264.70824569745014,Madagascar,yes,repeat,NJ
5181,no,2022-01-25,male,Donald,Thornton,donaldthornton@fakeshopify.com,3155179723,yes,1,55.63408772677375,Guyana,no,new,NY
5182,yes,2022-03-13,female,Veronica,Boyer,veronicaboyer@fakeshopify.com,816-514-8780,yes,1,269.7894444319946,Sweden,no,new,TX
5183,no,2022-01-12,male,Elijah,Huffman,elijahhuffman@fakeshopify.com,040-486-0332,no,2,270.0820728753499,Georgia,no,repeat,TX
5184,no,2022-04-12,female,Christina,Marshall,christinamarshall@fakeshopify.com,(184)486-0454x42457,no,1,208.0951103052952,Guatemala,yes,new,NY
5185,yes,2022-01-03,female,Tara,Hendricks,tarahendricks@fakeshopify.com,(014)588-0491,yes,0,0,United Kingdom,yes,new,OR
5186,yes,2022-01-28,male,Javier,Reese,javierreese@fakeshopify.com,709.710.2329x556,no,4,639.7343557999861,Palestinian Territory,yes,repeat,NY
5187,no,2022-02-05,male,James,Sanchez,jamessanchez@fakeshopify.com,721.183.8440x410,yes,6,621.7996633412752,Taiwan,yes,repeat,OR
5188,no,2022-02-13,female,Betty,Edwards,bettyedwards@fakeshopify.com,001-109-296-4375x69456,no,3,77.52579013985681,Reunion,no,repeat,MA
5189,yes,2022-03-28,female,Janice,Bush,janicebush@fakeshopify.com,+1-171-408-7647,yes,2,300.9909905295483,Cape Verde,yes,repeat,CA
5190,no,2022-01-09,male,Norman,Cantrell,normancantrell@fakeshopify.com,888-728-7209,no,3,51.56744592272575,Paraguay,no,repeat,TX
5191,no,2022-03-28,female,Kathleen,Fowler,kathleenfowler@fakeshopify.com,001-583-374-4040,no,0,0,Suriname,no,new,TX
5192,no,2022-03-16,female,Bethany,Cervantes,bethanycervantes@fakeshopify.com,001-014-445-8308,no,1,274.1502388922658,Bangladesh,no,new,TX
5193,no,2022-03-15,female,Danielle,Freeman,daniellefreeman@fakeshopify.com,203-645-4205x758,no,5,557.2017178966573,New Zealand,no,repeat,OR
5194,yes,2022-02-05,female,Ashley,Durham,ashleydurham@fakeshopify.com,001-938-584-8882x3276,no,3,64.85853143846421,Tokelau,no,repeat,NY
5195,no,2022-01-03,male,Jeffrey,Carpenter,jeffreycarpenter@fakeshopify.com,+1-288-281-3347x7036,yes,2,295.68376438381944,Bouvet Island (Bouvetoya),no,repeat,OR
5196,yes,2022-02-01,male,Matthew,Henderson,matthewhenderson@fakeshopify.com,(025)220-1663x8837,no,1,335.2339427640896,Paraguay,yes,new,NJ
5197,no,2022-01-10,male,Russell,Cameron,russellcameron@fakeshopify.com,001-919-501-2718,no,4,519.1983456490913,Niue,yes,repeat,NY
5198,no,2022-04-15,male,Richard,Young,richardyoung@fakeshopify.com,(674)701-2300x55397,yes,0,0,Marshall Islands,yes,new,OR
5199,yes,2022-05-16,female,Renee,Brown,reneebrown@fakeshopify.com,+1-012-920-5317,no,3,265.3416003307242,Algeria,yes,repeat,NY
5200,yes,2022-02-15,male,Jordan,Young,jordanyoung@fakeshopify.com,006-785-7424x4867,no,8,844.9819799049121,Isle of Man,yes,repeat,TX
5201,no,2022-05-18,male,Joshua,Davis,joshuadavis@fakeshopify.com,(660)158-3774x304,no,3,169.6526158888627,Ethiopia,no,repeat,NY
5202,no,2022-02-26,male,Aaron,Bowen,aaronbowen@fakeshopify.com,936-315-1696x3679,yes,8,889.9853244538845,Turkey,yes,repeat,NJ
5203,no,2022-05-13,male,Philip,Hanson,philiphanson@fakeshopify.com,8620390417,no,6,726.3020693717122,Sudan,yes,repeat,CA
5204,no,2022-02-20,male,Richard,Levine,richardlevine@fakeshopify.com,+1-012-926-8941x72588,no,5,507.6565741816586,Vanuatu,yes,repeat,NJ
5205,no,2022-02-28,male,Derek,Moreno,derekmoreno@fakeshopify.com,+1-861-800-1271,yes,2,64.54709337177718,Vanuatu,yes,repeat,NY
5206,yes,2022-04-20,female,Jessica,Mckay,jessicamckay@fakeshopify.com,001-787-094-3301x15638,no,4,764.6187492886039,Norfolk Island,yes,repeat,CA
5207,no,2022-03-13,male,Brian,Wright,brianwright@fakeshopify.com,024-455-9245x669,no,5,660.5365761812639,Nauru,yes,repeat,NY
5208,no,2022-02-13,male,Benjamin,Weeks,benjaminweeks@fakeshopify.com,+1-953-199-2036x9347,yes,1,112.66404059405447,Morocco,no,new,CA
5209,no,2022-04-09,female,Kelly,Turner,kellyturner@fakeshopify.com,(246)733-6367x972,yes,7,665.1116539246434,Macedonia,no,repeat,TX
5210,no,2022-03-03,female,Erica,Blanchard,ericablanchard@fakeshopify.com,+1-638-723-1475,yes,2,251.06265470636583,Korea,yes,repeat,OR
5211,no,2022-02-22,female,Sharon,Mcguire,sharonmcguire@fakeshopify.com,(533)067-5372,yes,1,116.65314562400513,Qatar,no,new,OR
5212,no,2022-01-27,male,Todd,Johnson,toddjohnson@fakeshopify.com,106.644.1782x7694,yes,9,764.6762823689512,Belize,no,repeat,TX
5213,no,2022-05-05,male,Alexander,Williams,alexanderwilliams@fakeshopify.com,001-966-376-0713x59327,yes,0,0,Libyan Arab Jamahiriya,yes,new,MA
5214,yes,2022-05-03,female,Sarah,Mills,sarahmills@fakeshopify.com,(848)195-1218x5920,yes,5,696.7701224285536,Canada,yes,repeat,NY
5215,no,2022-02-08,male,James,Miller,jamesmiller@fakeshopify.com,9527724409,yes,4,638.7798619692921,Cyprus,yes,repeat,TX
5216,no,2022-03-16,male,Richard,Mata,richardmata@fakeshopify.com,(397)796-1253x465,yes,2,123.84364825777011,Serbia,yes,repeat,NY
5217,no,2022-04-27,male,Jose,Aguilar,joseaguilar@fakeshopify.com,001-529-176-2418x01674,yes,7,778.8038143041133,Iraq,yes,repeat,CA
5218,no,2022-04-29,male,Robert,Murphy,robertmurphy@fakeshopify.com,7987211363,yes,1,165.1585243742939,New Zealand,no,new,MA
5219,no,2022-03-18,male,Joseph,Morris,josephmorris@fakeshopify.com,590.101.6953,no,3,221.6503584064441,Latvia,yes,repeat,TX
5220,no,2022-04-19,male,Frank,Snyder,franksnyder@fakeshopify.com,143.266.5976x15887,no,1,166.6307368396358,Cayman Islands,yes,new,OR
5221,no,2022-03-13,female,Tara,Johnson,tarajohnson@fakeshopify.com,+1-895-357-2016x87643,no,6,338.36848396368555,Lithuania,no,repeat,NJ
5222,no,2022-04-06,female,Carolyn,Morales,carolynmorales@fakeshopify.com,+1-371-880-7332x1373,no,4,542.2321603352605,Isle of Man,no,repeat,OR
5223,no,2022-01-05,male,Wayne,Robertson,waynerobertson@fakeshopify.com,693.573.6947x180,no,3,339.24241394588165,Equatorial Guinea,yes,repeat,TX
5224,no,2022-04-30,female,Laura,Oliver,lauraoliver@fakeshopify.com,0670369640,no,1,52.97056791463176,Guam,yes,new,OR
5225,no,2022-02-06,male,Jeremy,Mercado,jeremymercado@fakeshopify.com,(361)726-0460x93636,no,7,415.0481001642248,Saudi Arabia,no,repeat,OR
5226,no,2022-04-21,female,Jessica,Flynn,jessicaflynn@fakeshopify.com,001-004-325-1040x9890,yes,7,658.5714697795327,Romania,no,repeat,TX
5227,no,2022-03-10,female,Linda,Mueller,lindamueller@fakeshopify.com,7759905445,yes,8,920.8066763399218,Cambodia,yes,repeat,MA
5228,no,2022-02-20,female,Michele,Gonzalez,michelegonzalez@fakeshopify.com,001-894-670-7387x265,no,6,506.55863730648906,Libyan Arab Jamahiriya,yes,repeat,NJ
5229,yes,2022-04-09,male,Mark,Willis,markwillis@fakeshopify.com,732.029.4676x77378,yes,4,524.2103569307822,Nigeria,no,repeat,CA
5230,yes,2022-05-10,male,Jose,Taylor,josetaylor@fakeshopify.com,2767262623,yes,1,261.265859275659,Falkland Islands (Malvinas),yes,new,OR
5231,yes,2022-03-10,male,Mason,Lopez,masonlopez@fakeshopify.com,(448)750-5012x2002,yes,8,1001.5319807846154,Paraguay,yes,repeat,MA
5232,yes,2022-03-20,male,Daniel,Brown,danielbrown@fakeshopify.com,831-115-6998x5973,yes,8,1000.4235545690774,Bouvet Island (Bouvetoya),yes,repeat,NJ
5233,yes,2022-02-05,female,Sierra,Coleman,sierracoleman@fakeshopify.com,5322918317,yes,3,110.44738202074232,Cape Verde,no,repeat,CA
5234,yes,2022-05-02,female,Andrea,Phillips,andreaphillips@fakeshopify.com,+1-412-954-0190x5349,no,5,366.6549463235216,Swaziland,no,repeat,NJ
5235,no,2022-02-22,female,Candace,Johnson,candacejohnson@fakeshopify.com,(409)392-4818,yes,1,52.61320947305147,Samoa,yes,new,OR
5236,no,2022-02-18,female,Joy,Rodriguez,joyrodriguez@fakeshopify.com,+1-029-038-9980x696,yes,1,293.5064466087749,Mauritania,yes,new,NJ
5237,no,2022-01-27,female,Christine,Griffin,christinegriffin@fakeshopify.com,840.297.0327,no,5,761.2150373813922,Croatia,yes,repeat,OR
5238,no,2022-01-03,female,Amy,Allen,amyallen@fakeshopify.com,(779)515-6681x8174,no,5,517.5490339097671,United States of America,yes,repeat,CA
5239,no,2022-03-22,male,Martin,Glass,martinglass@fakeshopify.com,001-950-967-1512,yes,5,337.0713682515069,Switzerland,yes,repeat,MA
5240,no,2022-04-02,female,Michele,Barnes,michelebarnes@fakeshopify.com,(753)933-9706,no,2,137.30450913972618,Guinea-Bissau,no,repeat,TX
5241,no,2022-05-16,male,Aaron,Frye,aaronfrye@fakeshopify.com,(592)973-5924x257,yes,4,529.5468346142414,Myanmar,yes,repeat,NY
5242,no,2022-03-15,male,Robert,Roberts,robertroberts@fakeshopify.com,862.228.8378,yes,2,56.53888888518046,Heard Island and McDonald Islands,no,repeat,NJ
5243,no,2022-02-04,male,Anthony,Smith,anthonysmith@fakeshopify.com,770.915.8174x447,yes,1,163.8101627176547,Montenegro,yes,new,NJ
5244,no,2022-03-23,male,Jesse,Reilly,jessereilly@fakeshopify.com,718.589.7542,yes,6,583.0461855502119,Russian Federation,no,repeat,NY
5245,yes,2022-03-11,female,Melissa,Chandler,melissachandler@fakeshopify.com,+1-371-660-1807x105,no,9,1047.5857775889035,Zambia,no,repeat,OR
5246,no,2022-04-27,female,Valerie,Valdez,valerievaldez@fakeshopify.com,(788)386-5504x2761,yes,8,851.4203542451096,Rwanda,no,repeat,OR
5247,no,2022-02-20,female,Sandra,Frederick,sandrafrederick@fakeshopify.com,(310)373-4792x76726,yes,7,550.9573533604724,Benin,no,repeat,NY
5248,yes,2022-05-16,male,Christopher,Buckley,christopherbuckley@fakeshopify.com,+1-414-153-8548x444,no,5,567.1154088962068,Panama,no,repeat,MA
5249,no,2022-04-25,male,Roy,Hancock,royhancock@fakeshopify.com,001-722-443-6201,no,2,224.21251926479115,Angola,no,repeat,MA
5250,no,2022-03-20,male,Brian,Taylor,briantaylor@fakeshopify.com,(635)196-3189x0032,no,9,912.2213070314086,Aruba,yes,repeat,NJ
5251,no,2022-04-05,male,Alan,Moore,alanmoore@fakeshopify.com,001-530-044-8909x1124,yes,8,753.8537412498807,Niue,yes,repeat,NY
5252,no,2022-03-27,female,Donna,Keller,donnakeller@fakeshopify.com,(422)429-7520x618,yes,8,961.6378654704622,Hong Kong,no,repeat,NJ
5253,yes,2022-05-02,male,Julian,Reese,julianreese@fakeshopify.com,001-732-021-9852x7261,no,3,178.41774662512182,Liberia,no,repeat,CA
5254,no,2022-02-08,male,Joseph,Nelson,josephnelson@fakeshopify.com,924-979-8983x7764,yes,3,264.66360677553257,United States Minor Outlying Islands,no,repeat,NJ
5255,yes,2022-02-15,female,Teresa,Anderson,teresaanderson@fakeshopify.com,101.882.1158,no,7,754.3337860691657,Guinea-Bissau,no,repeat,TX
5256,yes,2022-03-15,female,Jeanette,Reese,jeanettereese@fakeshopify.com,618-496-5873x1973,yes,1,120.81592099093947,French Guiana,yes,new,CA
5257,no,2022-02-02,female,Jessica,Alvarez,jessicaalvarez@fakeshopify.com,636-077-2256x513,no,5,609.094940155569,Martinique,yes,repeat,TX
5258,no,2022-05-09,male,Wayne,Spears,waynespears@fakeshopify.com,312-165-0800x368,yes,6,477.72456133873874,Yemen,yes,repeat,NY
5259,yes,2022-02-25,male,Clayton,Huff,claytonhuff@fakeshopify.com,001-356-411-6043x694,no,8,985.8422781562863,Bulgaria,no,repeat,NY
5260,no,2022-01-19,male,Eric,Vega,ericvega@fakeshopify.com,789-915-4077,yes,5,525.6550211234874,Antarctica (the territory South of 60 deg S),yes,repeat,OR
5261,yes,2022-05-02,female,Julia,Wright,juliawright@fakeshopify.com,936.378.0713x9600,no,4,651.0135403113077,Tuvalu,yes,repeat,TX
5262,no,2022-03-08,male,William,Dalton,williamdalton@fakeshopify.com,001-403-747-3003x148,yes,2,77.89251291800608,United Arab Emirates,no,repeat,CA
5263,no,2022-01-16,female,Rebecca,Randolph,rebeccarandolph@fakeshopify.com,(263)496-0013x33680,no,5,434.71371527717525,Aruba,yes,repeat,NJ
5264,no,2022-03-09,male,Christopher,Gutierrez,christophergutierrez@fakeshopify.com,(480)759-6526x4567,yes,3,189.49347820228564,Solomon Islands,yes,repeat,NJ
5265,no,2022-03-08,female,Leslie,Sanchez,lesliesanchez@fakeshopify.com,+1-006-016-7667,no,5,790.7669550138726,Peru,yes,repeat,CA
5266,no,2022-02-08,female,Tanya,Baker,tanyabaker@fakeshopify.com,001-444-580-9778,yes,1,249.61618878354068,Bosnia and Herzegovina,no,new,NY
5267,no,2022-04-22,male,Matthew,Rhodes,matthewrhodes@fakeshopify.com,7067132507,yes,7,561.8357908029578,Bahamas,no,repeat,CA
5268,no,2022-04-10,male,Kenneth,Everett,kennetheverett@fakeshopify.com,+1-781-164-5744x603,yes,8,1086.5424547753048,Bahrain,yes,repeat,OR
5269,no,2022-03-07,male,Kenneth,Gardner,kennethgardner@fakeshopify.com,172.787.5565x941,yes,1,226.25815695612616,Greenland,no,new,NY
5270,no,2022-03-19,male,Craig,Black,craigblack@fakeshopify.com,+1-086-574-5947x02642,no,2,259.97636233110825,Australia,no,repeat,NJ
5271,no,2022-01-08,male,Anthony,Nelson,anthonynelson@fakeshopify.com,1758867882,no,4,473.85014379637437,Kuwait,no,repeat,CA
5272,no,2022-05-08,male,Mark,Ferguson,markferguson@fakeshopify.com,078.825.1211,no,0,0,Venezuela,yes,new,MA
5273,no,2022-01-26,female,Sarah,Newton,sarahnewton@fakeshopify.com,+1-511-608-5376x26710,yes,0,0,Montserrat,no,new,MA
5274,no,2022-03-24,male,John,Haynes,johnhaynes@fakeshopify.com,(168)384-9708x64214,yes,4,722.9664036281897,United States of America,yes,repeat,OR
5275,yes,2022-04-22,female,Alyssa,Meza,alyssameza@fakeshopify.com,001-928-226-8990x165,no,7,507.08683198386507,Thailand,no,repeat,OR
5276,no,2022-01-26,female,Jessica,Wolfe,jessicawolfe@fakeshopify.com,+1-853-721-0519,yes,2,91.7618755523771,Mongolia,yes,repeat,TX
5277,no,2022-03-01,male,Cristian,Becker,cristianbecker@fakeshopify.com,214.698.5734x051,no,7,526.7356372267409,Norfolk Island,yes,repeat,MA
5278,yes,2022-04-08,male,Michael,Mann,michaelmann@fakeshopify.com,+1-245-340-1408x735,yes,6,544.7532955517215,Mali,yes,repeat,CA
5279,no,2022-02-25,male,Kevin,Porter,kevinporter@fakeshopify.com,820.567.2512,yes,7,632.9072408008899,Sierra Leone,no,repeat,MA
5280,no,2022-01-03,male,Gregory,Peterson,gregorypeterson@fakeshopify.com,+1-216-217-6783,no,0,0,Yemen,no,new,CA
5281,yes,2022-04-04,female,Ashley,Snow,ashleysnow@fakeshopify.com,+1-523-892-5697x2915,yes,9,774.8551166148649,Belgium,yes,repeat,NJ
5282,no,2022-05-10,female,Elaine,Friedman,elainefriedman@fakeshopify.com,306-239-7652x8457,no,5,766.2065090126478,Indonesia,no,repeat,TX
5283,yes,2022-01-26,female,Jennifer,Cox,jennifercox@fakeshopify.com,414-158-8811,yes,7,458.30810104232535,Iraq,no,repeat,OR
5284,yes,2022-01-14,male,Matthew,Kelley,matthewkelley@fakeshopify.com,881-349-6078x6559,yes,8,785.0574450531708,Tajikistan,yes,repeat,CA
5285,yes,2022-04-09,female,Sandra,Baker,sandrabaker@fakeshopify.com,+1-572-292-0794x81922,yes,9,827.9450671346332,Svalbard & Jan Mayen Islands,yes,repeat,MA
5286,no,2022-04-27,female,Elizabeth,Dunn,elizabethdunn@fakeshopify.com,+1-235-606-1534,yes,2,297.3855441401347,Trinidad and Tobago,yes,repeat,NY
5287,no,2022-02-05,female,Angela,Hanson,angelahanson@fakeshopify.com,426-354-3398x22260,yes,1,229.7480743157568,Congo,yes,new,TX
5288,no,2022-02-18,female,Rachel,Webster,rachelwebster@fakeshopify.com,419-937-3806,no,9,1079.4686768384804,Sweden,no,repeat,MA
5289,no,2022-01-27,female,Kathy,Pittman,kathypittman@fakeshopify.com,(165)541-5484x7510,yes,7,340.5697265240518,Rwanda,no,repeat,OR
5290,no,2022-03-25,male,Timothy,Brown,timothybrown@fakeshopify.com,(277)144-3185x617,yes,4,582.9258732299345,Gibraltar,no,repeat,TX
5291,no,2022-01-12,male,Kevin,Miller,kevinmiller@fakeshopify.com,001-024-907-4131x83210,yes,8,839.4985533624296,Solomon Islands,no,repeat,CA
5292,yes,2022-05-03,male,Corey,Scott,coreyscott@fakeshopify.com,242.511.7391x8414,no,0,0,Serbia,yes,new,TX
5293,no,2022-03-22,male,Jake,Anthony,jakeanthony@fakeshopify.com,+1-573-649-2670x372,no,1,269.29539422732614,Sweden,yes,new,TX
5294,no,2022-03-01,female,Rachel,Lee,rachellee@fakeshopify.com,+1-480-345-9581x09168,no,3,152.00955349730805,Liberia,yes,repeat,NY
5295,yes,2022-05-09,male,Andres,Lopez,andreslopez@fakeshopify.com,(536)349-2023,yes,3,322.03012115795764,Mexico,yes,repeat,OR
5296,no,2022-01-11,male,Keith,Walker,keithwalker@fakeshopify.com,(214)227-2019x7939,yes,6,713.1851042556486,Turks and Caicos Islands,no,repeat,TX
5297,no,2022-02-09,male,Robert,Hess,roberthess@fakeshopify.com,059-941-3947x738,yes,9,787.7884151183799,Malta,yes,repeat,NJ
5298,yes,2022-04-19,male,Daniel,Johnston,danieljohnston@fakeshopify.com,001-517-592-2204x996,no,1,206.18300078734057,Iraq,no,new,TX
5299,no,2022-03-22,female,Marissa,Thompson,marissathompson@fakeshopify.com,515-096-4599,yes,8,1091.3423047538354,Ukraine,yes,repeat,NY
5300,no,2022-05-12,female,Kathleen,Dixon,kathleendixon@fakeshopify.com,+1-097-747-0866x330,yes,4,369.1665569745223,Cambodia,yes,repeat,MA
5301,no,2022-05-11,male,Christopher,Walker,christopherwalker@fakeshopify.com,+1-280-820-2422x8297,no,4,606.2097245771006,Ghana,no,repeat,CA
5302,no,2022-03-20,female,Danielle,Walker,daniellewalker@fakeshopify.com,+1-969-852-3087x08715,no,6,577.1662294082355,Wallis and Futuna,no,repeat,TX
5303,no,2022-02-22,female,Heather,Blackwell,heatherblackwell@fakeshopify.com,578-070-9703,yes,9,971.4612189473412,Lebanon,no,repeat,NY
5304,no,2022-02-26,male,Andrew,Davis,andrewdavis@fakeshopify.com,+1-568-090-1276x738,no,8,959.6951482275593,Cyprus,no,repeat,NY
5305,yes,2022-04-09,female,Sylvia,Cooper,sylviacooper@fakeshopify.com,258-391-2599x0603,no,5,567.7084810211368,Cook Islands,no,repeat,MA
5306,yes,2022-03-07,male,Gary,Gonzalez,garygonzalez@fakeshopify.com,+1-106-130-9514x620,no,3,288.8008209993486,Afghanistan,yes,repeat,CA
5307,no,2022-01-28,male,David,Campbell,davidcampbell@fakeshopify.com,939.208.3186x3298,yes,2,60.40673176274795,Mauritania,no,repeat,MA
5308,no,2022-02-18,female,Tina,Brown,tinabrown@fakeshopify.com,+1-327-841-7311x4363,yes,7,591.0264743810446,Qatar,yes,repeat,MA
5309,no,2022-04-30,female,Amanda,Atkinson,amandaatkinson@fakeshopify.com,001-900-546-9267,no,5,336.65066841730254,Svalbard & Jan Mayen Islands,no,repeat,MA
5310,no,2022-03-26,female,Amanda,Cain,amandacain@fakeshopify.com,483-374-1506x3217,no,5,635.029095196426,Morocco,no,repeat,NY
5311,yes,2022-04-06,female,Carol,Dean,caroldean@fakeshopify.com,441-805-0484x56277,no,3,187.97687120444093,Iceland,no,repeat,OR
5312,yes,2022-01-25,male,Joseph,Simon,josephsimon@fakeshopify.com,001-605-401-4061x58992,yes,5,777.1318429262652,French Southern Territories,yes,repeat,OR
5313,no,2022-05-03,female,Jennifer,Walter,jenniferwalter@fakeshopify.com,(097)414-4845x116,no,3,58.25755926928502,Philippines,yes,repeat,CA
5314,no,2022-01-11,male,Omar,Hendrix,omarhendrix@fakeshopify.com,001-406-932-3145,yes,9,853.1285460509927,Anguilla,no,repeat,NY
5315,no,2022-03-19,male,David,Myers,davidmyers@fakeshopify.com,001-753-846-5817x164,yes,0,0,Albania,yes,new,TX
5316,yes,2022-02-14,female,Anna,Conley,annaconley@fakeshopify.com,+1-611-038-9387,yes,1,67.10662720150455,Lebanon,yes,new,MA
5317,no,2022-03-26,female,Pamela,Stewart,pamelastewart@fakeshopify.com,890-890-7619x3438,yes,2,300.9597007348492,Iraq,no,repeat,OR
5318,no,2022-02-17,male,James,Cox,jamescox@fakeshopify.com,+1-903-744-6206x5265,yes,0,0,British Virgin Islands,yes,new,NJ
5319,yes,2022-03-15,male,Marc,Clayton,marcclayton@fakeshopify.com,752-868-6963,no,5,773.6934752780928,Korea,yes,repeat,MA
5320,no,2022-02-20,female,Tina,Weiss,tinaweiss@fakeshopify.com,+1-712-473-4793x016,yes,3,249.74405455318364,Saint Martin,no,repeat,NY
5321,no,2022-02-25,female,Brandi,Austin,brandiaustin@fakeshopify.com,683-465-3541,no,1,196.90423199735002,Somalia,no,new,OR
5322,no,2022-02-17,male,Austin,Guerrero,austinguerrero@fakeshopify.com,(216)508-4766x5304,yes,1,179.20129033566633,Germany,no,new,NY
5323,yes,2022-04-13,female,Melissa,Jackson,melissajackson@fakeshopify.com,(951)183-0953,yes,0,0,Cook Islands,yes,new,CA
5324,no,2022-01-18,male,Victor,Tucker,victortucker@fakeshopify.com,+1-109-287-0164,no,8,772.6220217540226,Liechtenstein,yes,repeat,CA
5325,no,2022-02-16,male,Aaron,Lang,aaronlang@fakeshopify.com,731-963-2255,yes,4,700.3496325117603,Cambodia,yes,repeat,NJ
5326,no,2022-03-01,female,Christy,Ramirez,christyramirez@fakeshopify.com,413.296.4252x8877,yes,9,1096.163956539269,China,yes,repeat,OR
5327,no,2022-03-17,female,Amanda,Day,amandaday@fakeshopify.com,001-449-517-4849x48983,yes,1,308.1320651576646,Isle of Man,no,new,NY
5328,yes,2022-02-17,female,Eileen,Foster,eileenfoster@fakeshopify.com,793-333-7348,no,0,0,Egypt,yes,new,NY
5329,no,2022-05-16,male,Dale,Morris,dalemorris@fakeshopify.com,740.231.0433,yes,4,401.7759829909073,Korea,yes,repeat,NJ
5330,no,2022-02-09,male,Christopher,Navarro,christophernavarro@fakeshopify.com,(013)136-7997x57123,no,9,1067.0842804699487,Poland,yes,repeat,OR
5331,no,2022-01-15,male,Alex,May,alexmay@fakeshopify.com,001-065-019-0720,no,2,139.50618181472544,Reunion,yes,repeat,CA
